Lap,Driver,Position,MCTS_Call,Confidence_Delta_Sec,Was_Computed,Total_Lap_Exec_Time
47,SAI,15,STAY OUT (TIRES FRESH),11.08,Yes,0.04
47,PER,16,STAY OUT (TIRES FRESH),7.61,Yes,0.04
48,RUS,1,STAY OUT (Optimal Pit: Lap 51),0.96,No,0.06
48,ANT,2,STAY OUT (Optimal Pit: Lap 53),3.54,Yes,0.06
48,LEC,3,STAY OUT (Optimal Pit: Lap 52),11.67,No,0.06
48,HAM,4,STAY OUT (Optimal Pit: Lap 53),13.88,Yes,0.06
48,NOR,5,STAY OUT (TIRES FRESH),8.37,Yes,0.06
48,VER,6,STAY OUT (TIRES FRESH),19.2,Yes,0.06
48,BEA,7,STAY OUT (Optimal Pit: Lap 53),8.78,Yes,0.06
48,LIN,8,STAY OUT (Optimal Pit: Lap 53),8.86,Yes,0.06
48,BOR,9,STAY OUT (TIRES FRESH),15.29,No,0.06
48,GAS,10,PIT → HARD,0.88,No,0.06
48,OCO,11,STAY OUT (Optimal Pit: Lap 53),0.11,Yes,0.06
48,ALB,12,PIT → HARD,2.23,Yes,0.06
48,LAW,13,PIT → HARD,2.21,Yes,0.06
48,COL,14,STAY OUT (TIRES FRESH),12.72,Yes,0.06
48,SAI,15,STAY OUT (TIRES FRESH),10.88,Yes,0.06
48,PER,16,STAY OUT (TIRES FRESH),7.57,Yes,0.06
49,RUS,1,STAY OUT (Optimal Pit: Lap 54),3.76,Yes,0.04
49,ANT,2,STAY OUT (Optimal Pit: Lap 54),4.51,Yes,0.04
49,LEC,3,STAY OUT (Optimal Pit: Lap 54),12.63,Yes,0.04
49,HAM,4,STAY OUT (Optimal Pit: Lap 54),14.29,Yes,0.04
49,NOR,5,STAY OUT (TIRES FRESH),8.37,No,0.04
49,VER,6,STAY OUT (TIRES FRESH),19.02,Yes,0.04
49,BEA,7,STAY OUT (Optimal Pit: Lap 54),9.58,Yes,0.04
49,LIN,8,STAY OUT (Optimal Pit: Lap 54),9.58,Yes,0.04
49,BOR,9,STAY OUT (Optimal Pit: Lap 54),15.61,Yes,0.04
49,GAS,10,STAY OUT (Optimal Pit: Lap 54),1.17,Yes,0.04
49,OCO,11,STAY OUT (Optimal Pit: Lap 54),1.13,Yes,0.04
49,ALB,12,PIT → HARD,1.78,Yes,0.04
49,LAW,13,PIT → HARD,1.64,Yes,0.04
49,COL,14,STAY OUT (TIRES FRESH),12.48,Yes,0.04
49,SAI,15,STAY OUT (TIRES FRESH),11.09,Yes,0.04
49,PER,16,STAY OUT (TIRES FRESH),8.15,Yes,0.04
50,RUS,1,STAY OUT (Optimal Pit: Lap 55),4.89,Yes,0.12
50,ANT,2,STAY OUT (Optimal Pit: Lap 55),5.62,Yes,0.12
50,LEC,3,STAY OUT (Optimal Pit: Lap 55),13.16,Yes,0.12
50,HAM,4,STAY OUT (Optimal Pit: Lap 55),14.71,Yes,0.12
50,NOR,5,STAY OUT (Optimal Pit: Lap 55),9.86,Yes,0.12
50,VER,6,STAY OUT (TIRES FRESH),19.13,Yes,0.12
50,BEA,7,STAY OUT (Optimal Pit: Lap 55),10.48,Yes,0.12
50,LIN,8,STAY OUT (Optimal Pit: Lap 55),10.43,Yes,0.12
50,BOR,9,STAY OUT (Optimal Pit: Lap 55),15.97,Yes,0.12
50,GAS,10,STAY OUT (Optimal Pit: Lap 55),2.4,Yes,0.12
50,OCO,11,STAY OUT (Optimal Pit: Lap 55),2.21,Yes,0.12
50,ALB,12,PIT → HARD,1.49,Yes,0.12
50,LAW,13,PIT → HARD,1.4,Yes,0.12
50,COL,14,STAY OUT (TIRES FRESH),12.7,Yes,0.12
50,SAI,15,STAY OUT (TIRES FRESH),11.25,Yes,0.12
50,PER,16,STAY OUT (TIRES FRESH),8.65,Yes,0.12
51,RUS,1,STAY OUT (Optimal Pit: Lap 55),4.89,No,0.06
51,ANT,2,STAY OUT (Optimal Pit: Lap 56),6.76,Yes,0.06
51,LEC,3,STAY OUT (Optimal Pit: Lap 56),13.91,Yes,0.06
51,HAM,4,STAY OUT (Optimal Pit: Lap 56),15.25,Yes,0.06
51,NOR,5,STAY OUT (Optimal Pit: Lap 55),9.86,No,0.06
51,VER,6,STAY OUT (TIRES FRESH),19.09,Yes,0.06
51,BEA,7,STAY OUT (Optimal Pit: Lap 56),11.44,Yes,0.06
51,LIN,8,STAY OUT (Optimal Pit: Lap 56),11.48,Yes,0.06
51,BOR,9,STAY OUT (Optimal Pit: Lap 56),16.21,Yes,0.06
51,GAS,10,STAY OUT (Optimal Pit: Lap 56),3.53,Yes,0.06
51,OCO,11,STAY OUT (Optimal Pit: Lap 56),3.49,Yes,0.06
51,ALB,12,PIT → HARD,1.06,Yes,0.06
51,LAW,13,PIT → HARD,1.17,Yes,0.06
51,COL,14,STAY OUT (TIRES FRESH),12.82,Yes,0.06
51,SAI,15,STAY OUT (TIRES FRESH),11.63,Yes,0.06
51,PER,16,STAY OUT (TIRES FRESH),9.26,Yes,0.06
52,RUS,1,STAY OUT (Optimal Pit: Lap 57),7.43,Yes,0.05
52,ANT,2,STAY OUT (Optimal Pit: Lap 57),7.95,Yes,0.05
52,LEC,3,STAY OUT (Optimal Pit: Lap 57),14.62,Yes,0.05
52,HAM,4,STAY OUT (Optimal Pit: Lap 57),15.83,Yes,0.05
52,NOR,5,STAY OUT (Optimal Pit: Lap 57),11.74,Yes,0.05
52,VER,6,STAY OUT (TIRES FRESH),19.14,Yes,0.05
52,BEA,7,STAY OUT (Optimal Pit: Lap 57),12.48,Yes,0.05
52,LIN,8,STAY OUT (Optimal Pit: Lap 57),12.5,Yes,0.05
52,BOR,9,STAY OUT (Optimal Pit: Lap 57),16.76,Yes,0.05
52,GAS,10,STAY OUT (Optimal Pit: Lap 57),4.85,Yes,0.05
52,OCO,11,STAY OUT (Optimal Pit: Lap 57),4.94,Yes,0.05
52,ALB,12,PIT → HARD,0.82,Yes,0.05
52,LAW,13,PIT → HARD,0.75,Yes,0.05
52,COL,14,STAY OUT (TIRES FRESH),13.49,Yes,0.05
52,SAI,15,STAY OUT (TIRES FRESH),12.37,Yes,0.05
52,PER,16,STAY OUT (TIRES FRESH),10.3,Yes,0.05
53,RUS,1,STAY OUT (Optimal Pit: Lap 58),8.78,Yes,0.1
53,ANT,2,STAY OUT (Optimal Pit: Lap 58),9.26,Yes,0.1
53,LEC,3,STAY OUT (Optimal Pit: Lap 58),15.47,Yes,0.1
53,HAM,4,STAY OUT (Optimal Pit: Lap 58),16.42,Yes,0.1
53,NOR,5,STAY OUT (Optimal Pit: Lap 58),12.85,Yes,0.1
53,VER,6,STAY OUT (TIRES FRESH),19.44,Yes,0.1
53,BEA,7,STAY OUT (Optimal Pit: Lap 58),13.59,Yes,0.1
53,LIN,8,STAY OUT (Optimal Pit: Lap 58),13.65,Yes,0.1
53,BOR,9,STAY OUT (Optimal Pit: Lap 58),17.2,Yes,0.1
53,GAS,10,STAY OUT (Optimal Pit: Lap 58),6.24,Yes,0.1
53,OCO,11,STAY OUT (Optimal Pit: Lap 58),6.3,Yes,0.1
53,ALB,12,PIT → HARD,0.5,Yes,0.1
53,LAW,13,PIT → HARD,0.66,Yes,0.1
53,COL,14,STAY OUT (TIRES FRESH),14.06,Yes,0.1
53,SAI,15,STAY OUT (TIRES FRESH),13.18,Yes,0.1
53,PER,16,STAY OUT (TIRES FRESH),11.31,Yes,0.1
54,RUS,1,STAY OUT (Optimal Pit: Lap 59),10.2,Yes,0.08
54,ANT,2,STAY OUT (Optimal Pit: Lap 59),10.61,Yes,0.08
54,LEC,3,STAY OUT (Optimal Pit: Lap 59),16.34,Yes,0.08
54,HAM,4,STAY OUT (Optimal Pit: Lap 59),17.15,Yes,0.08
54,NOR,5,STAY OUT (Optimal Pit: Lap 59),14.08,Yes,0.08
54,VER,6,STAY OUT (TIRES FRESH),19.66,Yes,0.08
54,BEA,7,STAY OUT (Optimal Pit: Lap 59),14.81,Yes,0.08
54,LIN,8,STAY OUT (Optimal Pit: Lap 59),14.83,Yes,0.08
54,BOR,9,STAY OUT (Optimal Pit: Lap 59),17.8,Yes,0.08
54,GAS,10,STAY OUT (Optimal Pit: Lap 59),7.7,Yes,0.08
54,OCO,11,STAY OUT (Optimal Pit: Lap 59),7.75,Yes,0.08
54,ALB,12,PIT → HARD,0.3,Yes,0.08
54,LAW,13,PIT → HARD,0.49,Yes,0.08
54,COL,14,STAY OUT (TIRES FRESH),14.85,Yes,0.08
54,SAI,15,STAY OUT (TIRES FRESH),14.19,Yes,0.08
54,PER,16,STAY OUT (TIRES FRESH),12.71,Yes,0.08
1,NOR,1,STAY OUT (TIRES FRESH),20.39,Yes,0.47
1,BOR,2,STAY OUT (TIRES FRESH),20.33,Yes,0.47
1,HAM,3,STAY OUT (TIRES FRESH),8.92,Yes,0.47
1,ALB,4,STAY OUT (TIRES FRESH),20.34,Yes,0.47
1,PIA,5,STAY OUT (TIRES FRESH),8.06,Yes,0.47
1,ANT,6,STAY OUT (TIRES FRESH),8.43,Yes,0.47
1,LEC,7,STAY OUT (TIRES FRESH),7.75,Yes,0.47
1,RUS,8,STAY OUT (TIRES FRESH),7.89,Yes,0.47
1,GAS,9,STAY OUT (TIRES FRESH),7.95,Yes,0.47
1,COL,10,STAY OUT (TIRES FRESH),20.47,Yes,0.47
1,LAW,11,STAY OUT (TIRES FRESH),7.95,Yes,0.47
1,LIN,12,STAY OUT (TIRES FRESH),20.15,Yes,0.47
1,OCO,13,STAY OUT (TIRES FRESH),20.04,Yes,0.47
1,ALO,14,STAY OUT (TIRES FRESH),20.08,Yes,0.47
1,SAI,15,STAY OUT (TIRES FRESH),7.62,Yes,0.47
1,BEA,16,STAY OUT (TIRES FRESH),8.3,Yes,0.47
1,VER,17,STAY OUT (TIRES FRESH),13.7,Yes,0.47
1,BOT,18,STAY OUT (TIRES FRESH),7.94,Yes,0.47
1,HUL,19,STAY OUT (TIRES FRESH),20.26,Yes,0.47
1,STR,20,STAY OUT (TIRES FRESH),20.25,Yes,0.47
1,PER,21,STAY OUT (TIRES FRESH),8.11,Yes,0.47
1,HAD,22,STAY OUT (TIRES FRESH),14.65,Yes,0.47
2,ANT,1,STAY OUT (TIRES FRESH),7.03,Yes,0.3
2,HAM,2,STAY OUT (TIRES FRESH),7.35,Yes,0.3
2,LEC,3,STAY OUT (TIRES FRESH),6.56,Yes,0.3
2,RUS,4,STAY OUT (TIRES FRESH),6.54,Yes,0.3
2,GAS,5,STAY OUT (TIRES FRESH),6.5,Yes,0.3
2,COL,6,STAY OUT (TIRES FRESH),18.91,Yes,0.3
2,LAW,7,STAY OUT (TIRES FRESH),6.47,Yes,0.3
2,OCO,8,STAY OUT (TIRES FRESH),18.74,Yes,0.3
2,LIN,9,STAY OUT (TIRES FRESH),18.89,Yes,0.3
2,VER,10,STAY OUT (TIRES FRESH),13.39,Yes,0.3
2,SAI,11,STAY OUT (TIRES FRESH),6.3,Yes,0.3
2,BEA,12,STAY OUT (TIRES FRESH),6.44,Yes,0.3
2,ALO,13,STAY OUT (TIRES FRESH),18.95,Yes,0.3
2,BOT,14,STAY OUT (TIRES FRESH),6.47,Yes,0.3
2,HUL,15,STAY OUT (TIRES FRESH),18.91,Yes,0.3
2,STR,16,STAY OUT (TIRES FRESH),19.29,Yes,0.3
2,PER,17,STAY OUT (TIRES FRESH),6.44,Yes,0.3
2,HAD,18,STAY OUT (TIRES FRESH),20.64,Yes,0.3
3,ANT,1,STAY OUT (TIRES FRESH),6.03,Yes,0.24
3,HAM,2,STAY OUT (TIRES FRESH),6.36,Yes,0.24
3,RUS,3,STAY OUT (TIRES FRESH),5.14,Yes,0.24
3,LEC,4,STAY OUT (TIRES FRESH),5.2,Yes,0.24
3,GAS,5,STAY OUT (TIRES FRESH),6.5,No,0.24
3,COL,6,STAY OUT (TIRES FRESH),18.91,No,0.24
3,LAW,7,STAY OUT (TIRES FRESH),6.47,No,0.24
3,OCO,8,STAY OUT (TIRES FRESH),17.69,Yes,0.24
3,LIN,9,STAY OUT (TIRES FRESH),17.65,Yes,0.24
3,VER,10,STAY OUT (TIRES FRESH),12.73,Yes,0.24
3,SAI,11,STAY OUT (TIRES FRESH),5.34,Yes,0.24
3,BEA,12,STAY OUT (TIRES FRESH),5.2,Yes,0.24
3,HUL,13,STAY OUT (TIRES FRESH),17.72,Yes,0.24
3,ALO,14,STAY OUT (TIRES FRESH),17.62,Yes,0.24
3,BOT,15,STAY OUT (TIRES FRESH),5.2,Yes,0.24
3,STR,16,STAY OUT (TIRES FRESH),17.32,Yes,0.24
3,PER,17,STAY OUT (TIRES FRESH),4.93,Yes,0.24
3,HAD,18,STAY OUT (TIRES FRESH),19.28,Yes,0.24
4,ANT,1,STAY OUT (TIRES FRESH),6.03,No,0.29
4,RUS,2,STAY OUT (TIRES FRESH),4.46,Yes,0.29
4,HAM,3,STAY OUT (TIRES FRESH),5.33,Yes,0.29
4,LEC,4,STAY OUT (TIRES FRESH),4.24,Yes,0.29
4,GAS,5,STAY OUT (TIRES FRESH),4.25,Yes,0.29
4,COL,6,STAY OUT (TIRES FRESH),16.53,Yes,0.29
4,LAW,7,STAY OUT (TIRES FRESH),4.15,Yes,0.29
4,OCO,8,STAY OUT (TIRES FRESH),16.82,Yes,0.29
4,LIN,9,STAY OUT (TIRES FRESH),16.57,Yes,0.29
4,VER,10,STAY OUT (TIRES FRESH),12.46,Yes,0.29
4,SAI,11,STAY OUT (TIRES FRESH),4.36,Yes,0.29
4,BEA,12,STAY OUT (TIRES FRESH),4.42,Yes,0.29
4,HUL,13,STAY OUT (TIRES FRESH),16.48,Yes,0.29
4,ALO,14,STAY OUT (TIRES FRESH),16.42,Yes,0.29
4,BOT,15,STAY OUT (TIRES FRESH),4.22,Yes,0.29
4,STR,16,STAY OUT (TIRES FRESH),16.5,Yes,0.29
4,PER,17,STAY OUT (TIRES FRESH),4.29,Yes,0.29
4,HAD,18,STAY OUT (TIRES FRESH),18.1,Yes,0.29
5,ANT,1,STAY OUT (TIRES FRESH),6.03,No,0.29
5,RUS,2,STAY OUT (TIRES FRESH),3.63,Yes,0.29
5,HAM,3,STAY OUT (TIRES FRESH),4.74,Yes,0.29
5,LEC,4,STAY OUT (TIRES FRESH),3.59,Yes,0.29
5,GAS,5,STAY OUT (TIRES FRESH),3.62,Yes,0.29
5,COL,6,STAY OUT (TIRES FRESH),15.71,Yes,0.29
5,OCO,7,STAY OUT (TIRES FRESH),15.67,Yes,0.29
5,LAW,8,STAY OUT (TIRES FRESH),3.49,Yes,0.29
5,LIN,9,STAY OUT (TIRES FRESH),15.54,Yes,0.29
5,VER,10,STAY OUT (TIRES FRESH),12.38,Yes,0.29
5,SAI,11,STAY OUT (TIRES FRESH),3.76,Yes,0.29
5,BEA,12,STAY OUT (TIRES FRESH),3.25,Yes,0.29
5,HUL,13,STAY OUT (TIRES FRESH),15.55,Yes,0.29
5,ALO,14,STAY OUT (TIRES FRESH),15.73,Yes,0.29
5,BOT,15,STAY OUT (TIRES FRESH),3.44,Yes,0.29
5,STR,16,STAY OUT (TIRES FRESH),15.88,Yes,0.29
5,PER,17,STAY OUT (TIRES FRESH),3.66,Yes,0.29
5,HAD,18,STAY OUT (TIRES FRESH),17.0,Yes,0.29
6,ANT,1,STAY OUT (TIRES FRESH),3.77,Yes,0.38
6,RUS,2,STAY OUT (TIRES FRESH),3.13,Yes,0.38
6,HAM,3,STAY OUT (TIRES FRESH),4.4,Yes,0.38
6,LEC,4,STAY OUT (TIRES FRESH),3.12,Yes,0.38
6,GAS,5,STAY OUT (TIRES FRESH),3.1,Yes,0.38
6,COL,6,STAY OUT (TIRES FRESH),14.96,Yes,0.38
6,OCO,7,STAY OUT (TIRES FRESH),14.89,Yes,0.38
6,LAW,8,STAY OUT (TIRES FRESH),3.05,Yes,0.38
6,LIN,9,STAY OUT (TIRES FRESH),14.91,Yes,0.38
6,VER,10,STAY OUT (TIRES FRESH),12.78,Yes,0.38
6,BEA,11,STAY OUT (TIRES FRESH),3.29,Yes,0.38
6,SAI,12,STAY OUT (TIRES FRESH),3.18,Yes,0.38
6,HUL,13,STAY OUT (TIRES FRESH),14.94,Yes,0.38
6,BOT,14,STAY OUT (TIRES FRESH),3.06,Yes,0.38
6,ALO,15,STAY OUT (TIRES FRESH),15.03,Yes,0.38
6,STR,16,STAY OUT (TIRES FRESH),15.06,Yes,0.38
6,PER,17,STAY OUT (TIRES FRESH),2.69,Yes,0.38
6,HAD,18,STAY OUT (TIRES FRESH),16.61,Yes,0.38
7,ANT,1,STAY OUT (TIRES FRESH),3.77,No,0.2
7,RUS,2,STAY OUT (TIRES FRESH),2.57,Yes,0.2
7,HAM,3,STAY OUT (TIRES FRESH),4.25,Yes,0.2
7,LEC,4,STAY OUT (TIRES FRESH),2.82,Yes,0.2
7,GAS,5,STAY OUT (TIRES FRESH),2.46,Yes,0.2
7,COL,6,STAY OUT (TIRES FRESH),13.92,Yes,0.2
7,OCO,7,STAY OUT (TIRES FRESH),14.27,Yes,0.2
7,LAW,8,STAY OUT (TIRES FRESH),2.36,Yes,0.2
7,LIN,9,STAY OUT (TIRES FRESH),14.18,Yes,0.2
7,VER,10,STAY OUT (TIRES FRESH),13.32,Yes,0.2
7,BEA,11,STAY OUT (TIRES FRESH),2.65,Yes,0.2
7,HUL,12,STAY OUT (TIRES FRESH),14.02,Yes,0.2
7,SAI,13,STAY OUT (TIRES FRESH),2.35,Yes,0.2
7,BOT,14,STAY OUT (TIRES FRESH),2.49,Yes,0.2
7,ALO,15,STAY OUT (TIRES FRESH),14.1,Yes,0.2
7,STR,16,STAY OUT (TIRES FRESH),13.78,Yes,0.2
7,PER,17,STAY OUT (TIRES FRESH),2.19,Yes,0.2
7,HAD,18,STAY OUT (TIRES FRESH),15.51,Yes,0.2
8,ANT,1,STAY OUT (TIRES FRESH),3.77,No,0.22
8,RUS,2,STAY OUT (TIRES FRESH),1.66,Yes,0.22
8,HAM,3,STAY OUT (TIRES FRESH),4.04,Yes,0.22
8,LEC,4,STAY OUT (TIRES FRESH),2.73,Yes,0.22
8,GAS,5,STAY OUT (TIRES FRESH),1.66,Yes,0.22
8,COL,6,STAY OUT (TIRES FRESH),12.92,Yes,0.22
8,OCO,7,STAY OUT (TIRES FRESH),13.06,Yes,0.22
8,LAW,8,STAY OUT (TIRES FRESH),1.6,Yes,0.22
8,LIN,9,STAY OUT (TIRES FRESH),13.11,Yes,0.22
8,VER,10,STAY OUT (TIRES FRESH),13.32,No,0.22
8,BEA,11,STAY OUT (TIRES FRESH),1.71,Yes,0.22
8,HUL,12,STAY OUT (TIRES FRESH),13.08,Yes,0.22
8,SAI,13,STAY OUT (TIRES FRESH),1.47,Yes,0.22
8,BOT,14,STAY OUT (TIRES FRESH),1.91,Yes,0.22
8,ALO,15,STAY OUT (TIRES FRESH),14.1,No,0.22
8,STR,16,STAY OUT (TIRES FRESH),13.78,No,0.22
8,PER,17,STAY OUT (TIRES FRESH),2.18,Yes,0.22
8,HAD,18,STAY OUT (TIRES FRESH),14.19,Yes,0.22
9,ANT,1,PIT → HARD,8.76,Yes,0.31
9,RUS,2,PIT → HARD,9.06,Yes,0.31
9,HAM,3,PIT → HARD,8.19,Yes,0.31
9,LEC,4,PIT → HARD,9.15,Yes,0.31
9,GAS,5,PIT → HARD,9.15,Yes,0.31
9,COL,6,STAY OUT (TIRES FRESH),1.87,Yes,0.31
9,OCO,7,STAY OUT (TIRES FRESH),1.87,Yes,0.31
9,LIN,8,STAY OUT (TIRES FRESH),2.18,Yes,0.31
9,BEA,9,PIT → HARD,8.93,Yes,0.31
9,HUL,10,STAY OUT (TIRES FRESH),1.93,Yes,0.31
9,LAW,11,PIT → HARD,8.75,Yes,0.31
9,VER,12,STAY OUT (TIRES FRESH),2.65,Yes,0.31
9,SAI,13,PIT → HARD,9.16,Yes,0.31
9,BOT,14,PIT → HARD,9.07,Yes,0.31
9,ALO,15,STAY OUT (TIRES FRESH),2.03,Yes,0.31
9,STR,16,STAY OUT (TIRES FRESH),1.62,Yes,0.31
9,PER,17,PIT → HARD,9.02,Yes,0.31
9,HAD,18,STAY OUT (TIRES FRESH),3.05,Yes,0.31
1,NOR,1,STAY OUT (TIRES FRESH),20.39,No,0.16
1,BOR,2,STAY OUT (TIRES FRESH),20.33,No,0.16
1,HAM,3,STAY OUT (TIRES FRESH),8.71,Yes,0.16
1,ALB,4,STAY OUT (TIRES FRESH),20.34,No,0.16
1,PIA,5,STAY OUT (TIRES FRESH),8.06,No,0.16
1,ANT,6,STAY OUT (TIRES FRESH),8.28,Yes,0.16
1,LEC,7,STAY OUT (TIRES FRESH),7.9,Yes,0.16
1,RUS,8,STAY OUT (TIRES FRESH),7.97,Yes,0.16
1,GAS,9,STAY OUT (TIRES FRESH),8.02,Yes,0.16
1,COL,10,STAY OUT (TIRES FRESH),20.15,Yes,0.16
1,LAW,11,STAY OUT (TIRES FRESH),8.19,Yes,0.16
1,LIN,12,STAY OUT (TIRES FRESH),20.7,Yes,0.16
1,OCO,13,STAY OUT (TIRES FRESH),20.15,Yes,0.16
1,ALO,14,STAY OUT (TIRES FRESH),20.43,Yes,0.16
1,SAI,15,STAY OUT (TIRES FRESH),8.27,Yes,0.16
1,BEA,16,STAY OUT (TIRES FRESH),7.79,Yes,0.16
1,VER,17,STAY OUT (TIRES FRESH),13.75,Yes,0.16
1,BOT,18,STAY OUT (TIRES FRESH),7.93,Yes,0.16
1,HUL,19,STAY OUT (TIRES FRESH),20.37,Yes,0.16
1,STR,20,STAY OUT (TIRES FRESH),20.33,Yes,0.16
1,PER,21,STAY OUT (TIRES FRESH),7.63,Yes,0.16
1,HAD,22,STAY OUT (TIRES FRESH),15.19,Yes,0.16
2,ANT,1,STAY OUT (TIRES FRESH),6.92,Yes,0.38
2,HAM,2,STAY OUT (TIRES FRESH),7.53,Yes,0.38
2,LEC,3,STAY OUT (TIRES FRESH),6.38,Yes,0.38
2,RUS,4,STAY OUT (TIRES FRESH),6.49,Yes,0.38
2,GAS,5,STAY OUT (TIRES FRESH),6.6,Yes,0.38
2,COL,6,STAY OUT (TIRES FRESH),18.8,Yes,0.38
2,LAW,7,STAY OUT (TIRES FRESH),6.43,Yes,0.38
2,OCO,8,STAY OUT (TIRES FRESH),19.0,Yes,0.38
2,LIN,9,STAY OUT (TIRES FRESH),18.99,Yes,0.38
2,VER,10,STAY OUT (TIRES FRESH),13.26,Yes,0.38
2,SAI,11,STAY OUT (TIRES FRESH),6.51,Yes,0.38
2,BEA,12,STAY OUT (TIRES FRESH),6.44,Yes,0.38
2,ALO,13,STAY OUT (TIRES FRESH),18.97,Yes,0.38
2,BOT,14,STAY OUT (TIRES FRESH),6.39,Yes,0.38
2,HUL,15,STAY OUT (TIRES FRESH),18.82,Yes,0.38
2,STR,16,STAY OUT (TIRES FRESH),19.14,Yes,0.38
2,PER,17,STAY OUT (TIRES FRESH),7.07,Yes,0.38
2,HAD,18,STAY OUT (TIRES FRESH),20.63,Yes,0.38
3,ANT,1,STAY OUT (TIRES FRESH),5.82,Yes,0.24
3,HAM,2,STAY OUT (TIRES FRESH),6.3,Yes,0.24
3,RUS,3,STAY OUT (TIRES FRESH),5.27,Yes,0.24
3,LEC,4,STAY OUT (TIRES FRESH),5.33,Yes,0.24
3,GAS,5,STAY OUT (TIRES FRESH),6.6,No,0.24
3,COL,6,STAY OUT (TIRES FRESH),18.8,No,0.24
3,LAW,7,STAY OUT (TIRES FRESH),6.43,No,0.24
3,OCO,8,STAY OUT (TIRES FRESH),17.77,Yes,0.24
3,LIN,9,STAY OUT (TIRES FRESH),17.41,Yes,0.24
3,VER,10,STAY OUT (TIRES FRESH),12.74,Yes,0.24
3,SAI,11,STAY OUT (TIRES FRESH),5.35,Yes,0.24
3,BEA,12,STAY OUT (TIRES FRESH),5.42,Yes,0.24
3,HUL,13,STAY OUT (TIRES FRESH),18.04,Yes,0.24
3,ALO,14,STAY OUT (TIRES FRESH),17.4,Yes,0.24
3,BOT,15,STAY OUT (TIRES FRESH),5.37,Yes,0.24
3,STR,16,STAY OUT (TIRES FRESH),17.41,Yes,0.24
3,PER,17,STAY OUT (TIRES FRESH),5.64,Yes,0.24
3,HAD,18,STAY OUT (TIRES FRESH),19.05,Yes,0.24
4,ANT,1,STAY OUT (TIRES FRESH),5.82,No,0.24
4,RUS,2,STAY OUT (TIRES FRESH),4.35,Yes,0.24
4,HAM,3,STAY OUT (TIRES FRESH),5.43,Yes,0.24
4,LEC,4,STAY OUT (TIRES FRESH),4.41,Yes,0.24
4,GAS,5,STAY OUT (TIRES FRESH),4.44,Yes,0.24
4,COL,6,STAY OUT (TIRES FRESH),16.49,Yes,0.24
4,LAW,7,STAY OUT (TIRES FRESH),4.14,Yes,0.24
4,OCO,8,STAY OUT (TIRES FRESH),16.8,Yes,0.24
4,LIN,9,STAY OUT (TIRES FRESH),16.45,Yes,0.24
4,VER,10,STAY OUT (TIRES FRESH),12.4,Yes,0.24
4,SAI,11,STAY OUT (TIRES FRESH),4.35,Yes,0.24
4,BEA,12,STAY OUT (TIRES FRESH),4.82,Yes,0.24
4,HUL,13,STAY OUT (TIRES FRESH),16.54,Yes,0.24
4,ALO,14,STAY OUT (TIRES FRESH),16.27,Yes,0.24
4,BOT,15,STAY OUT (TIRES FRESH),4.21,Yes,0.24
4,STR,16,STAY OUT (TIRES FRESH),16.42,Yes,0.24
4,PER,17,STAY OUT (TIRES FRESH),4.45,Yes,0.24
4,HAD,18,STAY OUT (TIRES FRESH),17.9,Yes,0.24
5,ANT,1,STAY OUT (TIRES FRESH),5.82,No,0.27
5,RUS,2,STAY OUT (TIRES FRESH),3.72,Yes,0.27
5,HAM,3,STAY OUT (TIRES FRESH),4.83,Yes,0.27
5,LEC,4,STAY OUT (TIRES FRESH),3.62,Yes,0.27
5,GAS,5,STAY OUT (TIRES FRESH),3.62,Yes,0.27
5,COL,6,STAY OUT (TIRES FRESH),15.52,Yes,0.27
5,OCO,7,STAY OUT (TIRES FRESH),15.61,Yes,0.27
5,LAW,8,STAY OUT (TIRES FRESH),3.53,Yes,0.27
5,LIN,9,STAY OUT (TIRES FRESH),15.77,Yes,0.27
5,VER,10,STAY OUT (TIRES FRESH),12.41,Yes,0.27
5,SAI,11,STAY OUT (TIRES FRESH),3.65,Yes,0.27
5,BEA,12,STAY OUT (TIRES FRESH),3.7,Yes,0.27
5,HUL,13,STAY OUT (TIRES FRESH),15.71,Yes,0.27
5,ALO,14,STAY OUT (TIRES FRESH),15.54,Yes,0.27
5,BOT,15,STAY OUT (TIRES FRESH),3.39,Yes,0.27
5,STR,16,STAY OUT (TIRES FRESH),15.62,Yes,0.27
5,PER,17,STAY OUT (TIRES FRESH),3.77,Yes,0.27
5,HAD,18,STAY OUT (TIRES FRESH),17.06,Yes,0.27
6,ANT,1,STAY OUT (TIRES FRESH),3.71,Yes,0.32
6,RUS,2,STAY OUT (TIRES FRESH),3.01,Yes,0.32
6,HAM,3,STAY OUT (TIRES FRESH),4.34,Yes,0.32
6,LEC,4,STAY OUT (TIRES FRESH),3.05,Yes,0.32
6,GAS,5,STAY OUT (TIRES FRESH),3.09,Yes,0.32
6,COL,6,STAY OUT (TIRES FRESH),14.79,Yes,0.32
6,OCO,7,STAY OUT (TIRES FRESH),14.91,Yes,0.32
6,LAW,8,STAY OUT (TIRES FRESH),3.09,Yes,0.32
6,LIN,9,STAY OUT (TIRES FRESH),14.86,Yes,0.32
6,VER,10,STAY OUT (TIRES FRESH),12.74,Yes,0.32
6,BEA,11,STAY OUT (TIRES FRESH),3.05,Yes,0.32
6,SAI,12,STAY OUT (TIRES FRESH),3.11,Yes,0.32
6,HUL,13,STAY OUT (TIRES FRESH),14.77,Yes,0.32
