Lap,Driver,Position,MCTS_Call,Confidence_Delta_Sec,Was_Computed,Total_Lap_Exec_Time
32,VER,6,PIT → HARD,4.29,Yes,0.18
32,GAS,7,PIT → HARD,3.37,Yes,0.18
32,HUL,8,PIT → HARD,11.93,Yes,0.18
32,LAW,9,PIT → HARD,6.61,Yes,0.18
32,HAD,10,PIT → HARD,3.33,Yes,0.18
32,COL,11,PIT → HARD,11.93,Yes,0.18
32,SAI,12,PIT → HARD,6.96,Yes,0.18
32,LIN,13,PIT → HARD,12.14,Yes,0.18
32,OCO,14,STAY OUT (TIRES FRESH),4.02,Yes,0.18
32,BOT,15,PIT → HARD,3.23,Yes,0.18
32,PER,16,PIT → HARD,0.88,Yes,0.18
32,ALO,17,STAY OUT (TIRES FRESH),8.09,Yes,0.18
33,ANT,1,PIT → HARD,2.45,Yes,0.21
33,RUS,2,PIT → HARD,3.48,Yes,0.21
33,LEC,3,PIT → HARD,3.01,Yes,0.21
33,HAM,4,PIT → HARD,1.7,Yes,0.21
33,BEA,5,PIT → HARD,3.41,Yes,0.21
33,VER,6,PIT → HARD,4.27,Yes,0.21
33,GAS,7,PIT → HARD,3.44,Yes,0.21
33,HUL,8,PIT → HARD,11.11,Yes,0.21
33,LAW,9,PIT → HARD,6.65,Yes,0.21
33,HAD,10,PIT → HARD,3.51,Yes,0.21
33,SAI,11,PIT → HARD,6.66,Yes,0.21
33,LIN,12,PIT → HARD,10.92,Yes,0.21
33,COL,13,STAY OUT (TIRES FRESH),9.11,Yes,0.21
33,BOT,14,PIT → HARD,3.44,Yes,0.21
33,PER,15,PIT → HARD,0.93,Yes,0.21
33,OCO,16,STAY OUT (TIRES FRESH),3.44,Yes,0.21
34,ANT,1,PIT → HARD,2.39,Yes,0.17
34,RUS,2,PIT → HARD,3.43,Yes,0.17
34,LEC,3,PIT → HARD,3.01,Yes,0.17
34,HAM,4,PIT → HARD,1.68,Yes,0.17
34,BEA,5,PIT → HARD,3.47,Yes,0.17
34,VER,6,PIT → HARD,4.32,Yes,0.17
34,GAS,7,PIT → HARD,3.58,Yes,0.17
34,HUL,8,PIT → HARD,10.08,Yes,0.17
34,LAW,9,PIT → HARD,6.52,Yes,0.17
34,HAD,10,PIT → HARD,3.59,Yes,0.17
34,SAI,11,PIT → HARD,6.59,Yes,0.17
34,LIN,12,PIT → HARD,10.21,Yes,0.17
34,COL,13,STAY OUT (TIRES FRESH),8.37,Yes,0.17
34,BOT,14,PIT → HARD,3.62,Yes,0.17
34,OCO,15,STAY OUT (TIRES FRESH),2.76,Yes,0.17
34,PER,16,PIT → HARD,0.96,Yes,0.17
35,ANT,1,PIT → HARD,2.39,No,0.16
35,RUS,2,PIT → HARD,3.31,Yes,0.16
35,HAM,3,PIT → HARD,1.68,Yes,0.16
35,LEC,4,PIT → HARD,2.93,Yes,0.16
35,BEA,5,PIT → HARD,3.46,Yes,0.16
35,VER,6,PIT → HARD,4.18,Yes,0.16
35,GAS,7,PIT → HARD,3.22,Yes,0.16
35,LAW,8,PIT → HARD,6.64,Yes,0.16
35,HAD,9,PIT → HARD,3.51,Yes,0.16
35,HUL,10,PIT → HARD,9.12,Yes,0.16
35,SAI,11,PIT → HARD,6.63,Yes,0.16
35,LIN,12,PIT → HARD,9.11,Yes,0.16
35,COL,13,STAY OUT (TIRES FRESH),7.34,Yes,0.16
35,BOT,14,PIT → HARD,3.62,Yes,0.16
35,OCO,15,STAY OUT (TIRES FRESH),2.05,Yes,0.16
35,PER,16,PIT → HARD,0.85,Yes,0.16
36,ANT,1,PIT → HARD,2.39,No,0.1
36,RUS,2,PIT → HARD,3.14,Yes,0.1
36,HAM,3,PIT → HARD,1.49,Yes,0.1
36,LEC,4,PIT → HARD,2.83,Yes,0.1
36,BEA,5,PIT → HARD,3.27,Yes,0.1
36,VER,6,PIT → HARD,4.09,Yes,0.1
36,GAS,7,PIT → HARD,3.23,Yes,0.1
36,LAW,8,PIT → HARD,6.39,Yes,0.1
36,HAD,9,PIT → HARD,3.2,Yes,0.1
36,SAI,10,PIT → HARD,6.32,Yes,0.1
36,LIN,11,PIT → HARD,8.33,Yes,0.1
36,COL,12,STAY OUT (TIRES FRESH),6.76,Yes,0.1
36,OCO,13,STAY OUT (TIRES FRESH),1.74,Yes,0.1
36,BOT,14,PIT → HARD,3.09,Yes,0.1
36,PER,15,PIT → HARD,0.88,Yes,0.1
36,HUL,16,STAY OUT (TIRES FRESH),11.76,Yes,0.1
37,ANT,1,PIT → HARD,1.87,Yes,0.11
37,RUS,2,PIT → HARD,3.03,Yes,0.11
37,HAM,3,PIT → HARD,1.3,Yes,0.11
37,LEC,4,PIT → HARD,2.57,Yes,0.11
37,BEA,5,PIT → HARD,2.88,Yes,0.11
37,VER,6,PIT → HARD,3.77,Yes,0.11
37,GAS,7,PIT → HARD,3.05,Yes,0.11
37,LAW,8,PIT → HARD,5.98,Yes,0.11
37,HAD,9,PIT → HARD,3.07,Yes,0.11
37,SAI,10,PIT → HARD,6.1,Yes,0.11
37,LIN,11,PIT → HARD,7.61,Yes,0.11
37,COL,12,STAY OUT (TIRES FRESH),6.45,Yes,0.11
37,OCO,13,STAY OUT (TIRES FRESH),1.66,Yes,0.11
37,BOT,14,PIT → HARD,2.89,Yes,0.11
37,PER,15,PIT → HARD,0.58,Yes,0.11
37,HUL,16,STAY OUT (TIRES FRESH),11.21,Yes,0.11
38,ANT,1,PIT → HARD,1.87,No,0.12
38,RUS,2,PIT → HARD,2.65,Yes,0.12
38,HAM,3,PIT → HARD,0.97,Yes,0.12
38,LEC,4,PIT → HARD,2.22,Yes,0.12
38,BEA,5,PIT → HARD,2.62,Yes,0.12
38,VER,6,PIT → HARD,3.57,Yes,0.12
38,GAS,7,PIT → HARD,2.64,Yes,0.12
38,LAW,8,PIT → HARD,5.65,Yes,0.12
38,HAD,9,PIT → HARD,2.74,Yes,0.12
38,SAI,10,PIT → HARD,5.68,Yes,0.12
38,LIN,11,PIT → HARD,6.86,Yes,0.12
38,COL,12,STAY OUT (TIRES FRESH),6.19,Yes,0.12
38,OCO,13,STAY OUT (TIRES FRESH),1.53,Yes,0.12
38,HUL,14,STAY OUT (TIRES FRESH),10.67,Yes,0.12
38,BOT,15,PIT → HARD,2.77,Yes,0.12
38,PER,16,PIT → HARD,0.4,Yes,0.12
39,ANT,1,PIT → HARD,1.87,No,0.12
39,RUS,2,PIT → HARD,2.28,Yes,0.12
39,LEC,3,PIT → HARD,1.9,Yes,0.12
39,HAM,4,PIT → HARD,0.71,Yes,0.12
39,BEA,5,PIT → HARD,2.26,Yes,0.12
39,VER,6,PIT → HARD,3.04,Yes,0.12
39,GAS,7,PIT → HARD,2.28,Yes,0.12
39,LAW,8,PIT → HARD,5.21,Yes,0.12
39,HAD,9,PIT → HARD,2.29,Yes,0.12
39,SAI,10,PIT → HARD,5.39,Yes,0.12
39,LIN,11,PIT → HARD,6.06,Yes,0.12
39,COL,12,STAY OUT (TIRES FRESH),5.76,Yes,0.12
39,OCO,13,STAY OUT (TIRES FRESH),1.49,Yes,0.12
39,HUL,14,STAY OUT (TIRES FRESH),10.1,Yes,0.12
39,BOT,15,PIT → HARD,2.35,Yes,0.12
39,PER,16,PIT → HARD,0.4,No,0.12
40,ANT,1,PIT → HARD,0.78,Yes,0.24
40,RUS,2,PIT → HARD,1.86,Yes,0.24
40,HAM,3,PIT → HARD,0.17,Yes,0.24
40,LEC,4,PIT → HARD,1.29,Yes,0.24
40,BEA,5,PIT → HARD,1.79,Yes,0.24
40,VER,6,PIT → HARD,2.64,Yes,0.24
40,GAS,7,PIT → HARD,1.8,Yes,0.24
40,LAW,8,PIT → HARD,4.62,Yes,0.24
40,HAD,9,PIT → HARD,1.85,Yes,0.24
40,SAI,10,PIT → HARD,4.71,Yes,0.24
40,LIN,11,PIT → HARD,5.44,Yes,0.24
40,COL,12,STAY OUT (TIRES FRESH),5.69,Yes,0.24
40,OCO,13,STAY OUT (TIRES FRESH),1.69,Yes,0.24
40,HUL,14,STAY OUT (TIRES FRESH),9.65,Yes,0.24
40,BOT,15,PIT → HARD,1.77,Yes,0.24
40,PER,16,STAY OUT (Optimal Pit: Lap 45),0.76,Yes,0.24
41,ANT,1,PIT → HARD,0.28,Yes,0.12
41,RUS,2,PIT → HARD,1.25,Yes,0.12
41,HAM,3,STAY OUT (Optimal Pit: Lap 46),0.33,Yes,0.12
41,LEC,4,PIT → HARD,0.92,Yes,0.12
41,BEA,5,PIT → HARD,1.24,Yes,0.12
41,VER,6,PIT → HARD,2.09,Yes,0.12
41,GAS,7,PIT → HARD,1.24,Yes,0.12
41,LAW,8,PIT → HARD,4.23,Yes,0.12
41,HAD,9,PIT → HARD,1.26,Yes,0.12
41,SAI,10,PIT → HARD,4.19,Yes,0.12
41,COL,11,STAY OUT (TIRES FRESH),5.61,Yes,0.12
41,LIN,12,PIT → HARD,4.8,Yes,0.12
41,OCO,13,STAY OUT (TIRES FRESH),1.99,Yes,0.12
41,HUL,14,STAY OUT (TIRES FRESH),9.62,Yes,0.12
41,BOT,15,PIT → HARD,1.43,Yes,0.12
41,PER,16,STAY OUT (Optimal Pit: Lap 46),1.01,Yes,0.12
42,ANT,1,STAY OUT (Optimal Pit: Lap 47),0.39,Yes,0.1
42,RUS,2,PIT → HARD,0.69,Yes,0.1
42,HAM,3,STAY OUT (Optimal Pit: Lap 47),0.84,Yes,0.1
42,LEC,4,PIT → HARD,0.24,Yes,0.1
42,BEA,5,PIT → HARD,0.67,Yes,0.1
42,VER,6,PIT → HARD,1.42,Yes,0.1
42,GAS,7,PIT → HARD,0.65,Yes,0.1
42,LAW,8,PIT → HARD,3.4,Yes,0.1
42,HAD,9,PIT → HARD,0.73,Yes,0.1
42,SAI,10,PIT → HARD,3.51,Yes,0.1
42,COL,11,STAY OUT (TIRES FRESH),5.7,Yes,0.1
42,LIN,12,PIT → HARD,4.31,Yes,0.1
42,OCO,13,STAY OUT (TIRES FRESH),2.36,Yes,0.1
42,HUL,14,STAY OUT (TIRES FRESH),9.5,Yes,0.1
42,BOT,15,PIT → HARD,0.53,Yes,0.1
42,PER,16,STAY OUT (Optimal Pit: Lap 46),1.01,No,0.1
43,ANT,1,STAY OUT (Optimal Pit: Lap 48),1.07,Yes,0.11
43,RUS,2,STAY OUT (Optimal Pit: Lap 48),0.13,Yes,0.11
43,HAM,3,STAY OUT (Optimal Pit: Lap 48),1.64,Yes,0.11
43,LEC,4,STAY OUT (Optimal Pit: Lap 48),0.43,Yes,0.11
43,BEA,5,STAY OUT (Optimal Pit: Lap 48),0.1,Yes,0.11
43,VER,6,PIT → HARD,0.69,Yes,0.11
43,GAS,7,STAY OUT (Optimal Pit: Lap 48),0.18,Yes,0.11
43,LAW,8,PIT → HARD,2.73,Yes,0.11
43,HAD,9,STAY OUT (Optimal Pit: Lap 48),0.07,Yes,0.11
43,SAI,10,PIT → HARD,2.7,Yes,0.11
43,COL,11,STAY OUT (TIRES FRESH),6.17,Yes,0.11
43,HUL,12,STAY OUT (TIRES FRESH),9.47,Yes,0.11
43,OCO,13,STAY OUT (TIRES FRESH),2.7,Yes,0.11
43,LIN,14,STAY OUT (TIRES FRESH),17.22,Yes,0.11
43,BOT,15,STAY OUT (Optimal Pit: Lap 48),0.19,Yes,0.11
43,PER,16,STAY OUT (Optimal Pit: Lap 48),2.36,Yes,0.11
44,ANT,1,STAY OUT (Optimal Pit: Lap 49),1.79,Yes,0.1
44,RUS,2,STAY OUT (Optimal Pit: Lap 49),0.88,Yes,0.1
44,HAM,3,STAY OUT (Optimal Pit: Lap 49),2.3,Yes,0.1
44,LEC,4,STAY OUT (Optimal Pit: Lap 49),1.31,Yes,0.1
44,BEA,5,STAY OUT (Optimal Pit: Lap 49),0.94,Yes,0.1
44,VER,6,STAY OUT (Optimal Pit: Lap 49),0.0,Yes,0.1
44,GAS,7,STAY OUT (Optimal Pit: Lap 49),0.85,Yes,0.1
44,LAW,8,PIT → HARD,1.81,Yes,0.1
44,HAD,9,STAY OUT (Optimal Pit: Lap 49),0.91,Yes,0.1
44,SAI,10,PIT → HARD,1.86,Yes,0.1
44,COL,11,STAY OUT (TIRES FRESH),6.43,Yes,0.1
44,HUL,12,STAY OUT (TIRES FRESH),9.6,Yes,0.1
44,OCO,13,STAY OUT (TIRES FRESH),3.33,Yes,0.1
44,LIN,14,STAY OUT (TIRES FRESH),16.78,Yes,0.1
44,BOT,15,STAY OUT (Optimal Pit: Lap 49),0.86,Yes,0.1
44,PER,16,STAY OUT (Optimal Pit: Lap 49),3.36,Yes,0.1
45,ANT,1,STAY OUT (Optimal Pit: Lap 49),1.79,No,0.09
45,RUS,2,STAY OUT (Optimal Pit: Lap 50),1.81,Yes,0.09
45,HAM,3,STAY OUT (Optimal Pit: Lap 50),3.2,Yes,0.09
45,LEC,4,STAY OUT (Optimal Pit: Lap 50),2.1,Yes,0.09
45,BEA,5,STAY OUT (Optimal Pit: Lap 50),1.79,Yes,0.09
45,GAS,6,STAY OUT (Optimal Pit: Lap 50),1.84,Yes,0.09
45,LAW,7,PIT → HARD,0.92,Yes,0.09
45,HAD,8,STAY OUT (Optimal Pit: Lap 50),1.7,Yes,0.09
45,SAI,9,PIT → HARD,0.92,Yes,0.09
45,COL,10,STAY OUT (TIRES FRESH),6.95,Yes,0.09
45,HUL,11,STAY OUT (TIRES FRESH),9.79,Yes,0.09
45,OCO,12,STAY OUT (Optimal Pit: Lap 50),3.95,Yes,0.09
45,VER,13,STAY OUT (Optimal Pit: Lap 50),0.75,Yes,0.09
45,LIN,14,STAY OUT (TIRES FRESH),16.39,Yes,0.09
45,BOT,15,STAY OUT (Optimal Pit: Lap 50),1.96,Yes,0.09
45,PER,16,STAY OUT (Optimal Pit: Lap 50),3.69,Yes,0.09
46,ANT,1,STAY OUT (Optimal Pit: Lap 51),3.6,Yes,0.08
46,RUS,2,STAY OUT (Optimal Pit: Lap 51),2.73,Yes,0.08
46,HAM,3,STAY OUT (Optimal Pit: Lap 50),3.2,No,0.08
46,LEC,4,STAY OUT (Optimal Pit: Lap 51),3.01,Yes,0.08
46,BEA,5,STAY OUT (Optimal Pit: Lap 51),2.75,Yes,0.08
46,GAS,6,STAY OUT (Optimal Pit: Lap 51),2.77,Yes,0.08
46,LAW,7,STAY OUT (Optimal Pit: Lap 51),0.03,Yes,0.08
46,HAD,8,STAY OUT (Optimal Pit: Lap 51),2.74,Yes,0.08
46,SAI,9,STAY OUT (Optimal Pit: Lap 51),0.11,Yes,0.08
46,COL,10,STAY OUT (TIRES FRESH),7.41,Yes,0.08
46,HUL,11,STAY OUT (TIRES FRESH),10.13,Yes,0.08
46,LIN,12,STAY OUT (TIRES FRESH),16.18,Yes,0.08
46,OCO,13,STAY OUT (Optimal Pit: Lap 51),4.77,Yes,0.08
46,BOT,14,STAY OUT (Optimal Pit: Lap 51),2.64,Yes,0.08
46,PER,15,STAY OUT (Optimal Pit: Lap 51),4.75,Yes,0.08
47,ANT,1,STAY OUT (Optimal Pit: Lap 52),4.5,Yes,0.1
47,RUS,2,STAY OUT (Optimal Pit: Lap 52),3.81,Yes,0.1
47,HAM,3,STAY OUT (Optimal Pit: Lap 52),4.92,Yes,0.1
47,LEC,4,STAY OUT (Optimal Pit: Lap 52),4.07,Yes,0.1
47,BEA,5,STAY OUT (Optimal Pit: Lap 52),3.79,Yes,0.1
47,GAS,6,STAY OUT (Optimal Pit: Lap 52),3.78,Yes,0.1
47,LAW,7,STAY OUT (Optimal Pit: Lap 52),1.17,Yes,0.1
47,HAD,8,STAY OUT (Optimal Pit: Lap 52),3.74,Yes,0.1
47,SAI,9,STAY OUT (Optimal Pit: Lap 52),1.19,Yes,0.1
47,COL,10,STAY OUT (TIRES FRESH),8.2,Yes,0.1
47,HUL,11,STAY OUT (TIRES FRESH),10.32,Yes,0.1
47,LIN,12,STAY OUT (TIRES FRESH),16.18,Yes,0.1
47,BOT,13,STAY OUT (Optimal Pit: Lap 52),3.84,Yes,0.1
47,PER,14,STAY OUT (Optimal Pit: Lap 52),5.75,Yes,0.1
47,OCO,15,STAY OUT (TIRES FRESH),15.52,Yes,0.1
48,ANT,1,STAY OUT (Optimal Pit: Lap 53),5.57,Yes,0.07
48,RUS,2,STAY OUT (Optimal Pit: Lap 53),4.9,Yes,0.07
48,HAM,3,STAY OUT (Optimal Pit: Lap 52),4.92,No,0.07
48,LEC,4,STAY OUT (Optimal Pit: Lap 53),5.21,Yes,0.07
48,BEA,5,STAY OUT (Optimal Pit: Lap 53),4.96,Yes,0.07
48,GAS,6,STAY OUT (Optimal Pit: Lap 53),5.0,Yes,0.07
48,LAW,7,STAY OUT (Optimal Pit: Lap 53),2.33,Yes,0.07
48,HAD,8,STAY OUT (Optimal Pit: Lap 53),4.94,Yes,0.07
48,SAI,9,STAY OUT (Optimal Pit: Lap 53),2.3,Yes,0.07
48,COL,10,STAY OUT (Optimal Pit: Lap 53),9.05,Yes,0.07
48,HUL,11,STAY OUT (TIRES FRESH),11.34,Yes,0.07
48,LIN,12,STAY OUT (TIRES FRESH),16.27,Yes,0.07
48,BOT,13,STAY OUT (Optimal Pit: Lap 53),4.98,Yes,0.07
48,PER,14,STAY OUT (Optimal Pit: Lap 53),7.01,Yes,0.07
48,OCO,15,STAY OUT (TIRES FRESH),15.33,Yes,0.07
49,ANT,1,STAY OUT (Optimal Pit: Lap 54),6.68,Yes,0.08
49,RUS,2,STAY OUT (Optimal Pit: Lap 54),6.14,Yes,0.08
49,HAM,3,STAY OUT (Optimal Pit: Lap 54),7.12,Yes,0.08
49,LEC,4,STAY OUT (Optimal Pit: Lap 54),6.35,Yes,0.08
49,BEA,5,STAY OUT (Optimal Pit: Lap 54),6.1,Yes,0.08
49,GAS,6,STAY OUT (Optimal Pit: Lap 54),6.07,Yes,0.08
49,LAW,7,STAY OUT (Optimal Pit: Lap 54),3.66,Yes,0.08
49,HAD,8,STAY OUT (Optimal Pit: Lap 54),6.15,Yes,0.08
49,SAI,9,STAY OUT (Optimal Pit: Lap 54),3.57,Yes,0.08
49,COL,10,STAY OUT (Optimal Pit: Lap 54),10.08,Yes,0.08
49,HUL,11,STAY OUT (TIRES FRESH),11.87,Yes,0.08
49,LIN,12,STAY OUT (TIRES FRESH),16.37,Yes,0.08
49,BOT,13,STAY OUT (Optimal Pit: Lap 54),6.04,Yes,0.08
49,PER,14,STAY OUT (Optimal Pit: Lap 54),7.99,Yes,0.08
49,OCO,15,STAY OUT (TIRES FRESH),15.39,Yes,0.08
50,ANT,1,STAY OUT (Optimal Pit: Lap 54),6.68,No,0.09
50,RUS,2,STAY OUT (Optimal Pit: Lap 55),7.42,Yes,0.09
50,HAM,3,STAY OUT (Optimal Pit: Lap 55),8.24,Yes,0.09
50,LEC,4,STAY OUT (Optimal Pit: Lap 55),7.66,Yes,0.09
50,BEA,5,STAY OUT (Optimal Pit: Lap 55),7.42,Yes,0.09
50,GAS,6,STAY OUT (Optimal Pit: Lap 55),7.37,Yes,0.09
50,LAW,7,STAY OUT (Optimal Pit: Lap 55),4.88,Yes,0.09
50,HAD,8,STAY OUT (Optimal Pit: Lap 55),7.43,Yes,0.09
50,SAI,9,STAY OUT (Optimal Pit: Lap 55),4.9,Yes,0.09
50,COL,10,STAY OUT (Optimal Pit: Lap 55),11.07,Yes,0.09
50,HUL,11,STAY OUT (TIRES FRESH),12.75,Yes,0.09
50,LIN,12,STAY OUT (TIRES FRESH),16.7,Yes,0.09
50,BOT,13,STAY OUT (Optimal Pit: Lap 55),7.49,Yes,0.09
50,PER,14,STAY OUT (Optimal Pit: Lap 55),9.21,Yes,0.09
50,OCO,15,STAY OUT (TIRES FRESH),15.43,Yes,0.09
51,ANT,1,STAY OUT (Optimal Pit: Lap 56),9.26,Yes,0.06
51,RUS,2,STAY OUT (Optimal Pit: Lap 56),8.74,Yes,0.06
51,HAM,3,STAY OUT (Optimal Pit: Lap 56),9.52,Yes,0.06
51,LEC,4,STAY OUT (Optimal Pit: Lap 56),8.97,Yes,0.06
51,BEA,5,STAY OUT (Optimal Pit: Lap 55),7.42,No,0.06
51,GAS,6,STAY OUT (Optimal Pit: Lap 56),8.7,Yes,0.06
51,LAW,7,STAY OUT (Optimal Pit: Lap 56),6.29,Yes,0.06
51,HAD,8,STAY OUT (Optimal Pit: Lap 56),8.77,Yes,0.06
51,SAI,9,STAY OUT (Optimal Pit: Lap 56),6.25,Yes,0.06
51,COL,10,STAY OUT (Optimal Pit: Lap 56),12.3,Yes,0.06
51,HUL,11,STAY OUT (Optimal Pit: Lap 56),13.73,Yes,0.06
51,LIN,12,STAY OUT (TIRES FRESH),16.95,Yes,0.06
51,BOT,13,STAY OUT (Optimal Pit: Lap 56),8.83,Yes,0.06
51,PER,14,STAY OUT (Optimal Pit: Lap 56),10.5,Yes,0.06
51,OCO,15,STAY OUT (TIRES FRESH),15.79,Yes,0.06
52,ANT,1,STAY OUT (Optimal Pit: Lap 57),10.57,Yes,0.05
52,RUS,2,STAY OUT (Optimal Pit: Lap 57),10.14,Yes,0.05
52,HAM,3,STAY OUT (Optimal Pit: Lap 57),10.85,Yes,0.05
52,LEC,4,STAY OUT (Optimal Pit: Lap 57),10.35,Yes,0.05
52,BEA,5,STAY OUT (Optimal Pit: Lap 57),10.2,Yes,0.05
52,GAS,6,STAY OUT (Optimal Pit: Lap 57),10.16,Yes,0.05
52,LAW,7,STAY OUT (Optimal Pit: Lap 57),7.73,Yes,0.05
52,HAD,8,STAY OUT (Optimal Pit: Lap 57),10.14,Yes,0.05
52,SAI,9,STAY OUT (Optimal Pit: Lap 57),7.79,Yes,0.05
52,COL,10,STAY OUT (Optimal Pit: Lap 57),13.61,Yes,0.05
52,HUL,11,STAY OUT (Optimal Pit: Lap 57),14.76,Yes,0.05
52,LIN,12,STAY OUT (TIRES FRESH),17.59,Yes,0.05
52,BOT,13,STAY OUT (Optimal Pit: Lap 57),10.19,Yes,0.05
52,OCO,14,STAY OUT (TIRES FRESH),16.42,Yes,0.05
52,PER,15,STAY OUT (Optimal Pit: Lap 57),11.96,Yes,0.05
53,ANT,1,STAY OUT (Optimal Pit: Lap 58),12.09,Yes,0.06
53,RUS,2,STAY OUT (Optimal Pit: Lap 58),11.71,Yes,0.06
53,HAM,3,STAY OUT (Optimal Pit: Lap 58),12.23,Yes,0.06
53,LEC,4,STAY OUT (Optimal Pit: Lap 58),11.85,Yes,0.06
53,BEA,5,STAY OUT (Optimal Pit: Lap 58),11.73,Yes,0.06
53,GAS,6,STAY OUT (Optimal Pit: Lap 58),11.72,Yes,0.06
53,LAW,7,STAY OUT (Optimal Pit: Lap 58),9.54,Yes,0.06
53,HAD,8,STAY OUT (Optimal Pit: Lap 58),11.7,Yes,0.06
53,SAI,9,STAY OUT (Optimal Pit: Lap 58),9.54,Yes,0.06
53,COL,10,STAY OUT (Optimal Pit: Lap 58),15.07,Yes,0.06
53,HUL,11,STAY OUT (Optimal Pit: Lap 58),15.96,Yes,0.06
53,LIN,12,STAY OUT (TIRES FRESH),18.24,Yes,0.06
53,BOT,13,STAY OUT (Optimal Pit: Lap 58),11.76,Yes,0.06
53,OCO,14,STAY OUT (TIRES FRESH),17.1,Yes,0.06
53,PER,15,STAY OUT (Optimal Pit: Lap 58),13.51,Yes,0.06
54,ANT,1,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,RUS,2,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,HAM,3,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,LEC,4,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,BEA,5,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,GAS,6,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,LAW,7,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,HAD,8,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,SAI,9,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,COL,10,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,HUL,11,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,LIN,12,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,BOT,13,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,OCO,14,STAY OUT (FINAL LAPS),0.0,Yes,0.0
54,PER,15,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,ANT,1,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,RUS,2,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,HAM,3,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,LEC,4,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,BEA,5,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,GAS,6,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,LAW,7,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,HAD,8,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,SAI,9,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,COL,10,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,HUL,11,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,LIN,12,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,BOT,13,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,OCO,14,STAY OUT (FINAL LAPS),0.0,Yes,0.0
55,PER,15,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,ANT,1,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,RUS,2,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,HAM,3,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,LEC,4,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,BEA,5,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,GAS,6,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,LAW,7,STAY OUT (FINAL LAPS),0.0,Yes,0.0
56,HAD,8,STAY OUT (FINAL LAPS),0.0,Yes,0.0
